,open,high,low,close,volume
2010-03-15,297.9999,301.6999,296.0999,299.5499,1283332
2010-03-16,294.8999,300.9999,292.4999,294.7499,916868
2010-03-17,296.9999,300.7999,294.4999,297.9499,996893
2010-03-18,298.7999,303.2999,297.0999,299.9999,1105202
2010-03-19,299.9999,312.8999,299.9999,311.8499,1594535
2010-03-22,308.8999,319.3999,306.2499,316.2998,1191708
2010-03-23,319.0499,320.9999,305.9999,306.7999,1043927
2010-03-25,309.9999,316.6999,304.9998,313.7499,2043211
2010-03-26,316.0999,316.0999,305.3999,310.1499,1512237
2010-03-29,315.2499,315.2499,309.5499,310.8999,607133
2010-03-30,314.9499,315.4499,310.0498,310.9499,555950
2010-03-31,314.4999,319.4999,309.5499,311.8999,1465794
2010-04-01,314.9999,315.5999,300.3499,302.1499,2506679
2010-04-05,302.1499,317.0499,301.0999,315.5999,1246500
2010-04-06,318.9999,323.9998,311.8999,316.0498,658206
2010-04-07,316.9999,325.2999,315.9999,320.4999,1309035
2010-04-08,317.9999,321.6999,309.7998,312.7999,949568
2010-04-09,311.9999,316.4499,307.0499,308.0499,1103508
2010-04-12,308.6999,311.8999,306.5499,308.4499,781749
2010-04-13,308.9999,311.9499,306.5499,307.4999,524459
2010-04-15,309.9999,310.5499,303.5499,304.8499,467793
2010-04-16,300.1998,305.9999,300.1998,304.3499,328671
2010-04-19,300.6499,308.9999,298.0999,306.0499,899847
2010-04-20,307.9999,307.9999,302.5499,304.3499,805081
2010-04-21,304.9998,306.9999,303.2999,304.6499,301104
2010-04-22,303.9999,304.6499,301.4999,302.6999,381435
2010-04-23,303.3999,303.9999,296.9999,297.6999,1017418
2010-04-26,299.9999,301.8998,295.4999,297.3499,797488
2010-04-27,297.4999,301.3998,296.1499,298.2499,361990
2010-04-28,295.1499,299.1999,291.9999,294.4999,1288888
2010-04-29,293.9999,298.4999,292.8999,296.7499,536422
2010-04-30,297.9999,300.8999,295.9499,298.3999,591689
2010-05-03,297.4999,299.9999,295.3499,297.0499,355272
2010-05-04,297.9999,298.1999,288.3999,289.7999,440885
2010-05-05,284.9999,299.6999,280.9999,297.4999,1060698
2010-05-06,297.2999,297.2999,290.0999,292.2499,1119765
2010-05-07,287.9999,289.9999,285.9999,287.6999,287966
2010-05-10,290.9999,296.9999,286.5499,294.3499,415676
2010-05-11,294.9999,295.9999,284.6999,285.1999,476315
2010-05-12,285.9999,285.9999,260.1,261.5499,4230435
2010-05-13,261.9999,271.8999,254.1499,258.65,5730709
2010-05-14,259.9999,267.5999,256.5,264.4499,2595402
2010-05-17,262.1499,267.1999,258.9999,266.5499,1441279
2010-05-18,269.3999,271.4999,264.6999,267.7999,1240746
2010-05-19,261.9999,266.1,258.0499,259.5499,865577
2010-05-20,263.9999,265.6499,258.9999,260.1499,754541
2010-05-21,256.9999,266.6999,254.1999,265.8499,784178
2010-05-24,269.9999,271.1999,263.4999,266.1,855195
2010-05-25,264.9999,270.3499,262.1999,264.1499,798472
2010-05-26,268.6999,269.1999,262.0499,263.9999,376276
2010-05-27,264.9999,265.5499,258.2499,260.5999,480213
2010-05-28,262.9999,264.5999,259.0499,260.8999,538337
2010-05-31,260.8999,263.9499,259.5499,262.2999,481984
2010-06-01,262.9999,263.8999,255.05,256.9499,1018262
2010-06-02,256.9999,272.0999,253.9999,270.1999,1862895
2010-06-03,274.9999,276.4999,271.3499,273.4999,865831
2010-06-04,271.9999,278.1999,267.4999,276.2999,703189
2010-06-07,269.9999,276.2999,266.4999,267.8999,965349
2010-06-08,269.9999,271.6999,255.5999,257.7999,1011097
2010-06-09,260.9999,274.9499,259.4999,272.1499,3111333
2010-06-10,274.9999,286.8999,272.1499,285.2499,2893879
2010-06-11,286.9998,288.1998,272.6999,274.5499,1593165
2010-06-14,267.9999,275.9999,266.1499,269.7999,1738139
2010-06-15,268.9999,272.3999,265.6499,269.5499,1383858
2010-06-16,272.4999,272.9999,265.1499,266.1,1387493
2010-06-17,266.9999,269.4499,263.2999,266.9999,1194712
2010-06-18,266.9999,268.7999,263.9999,264.8499,1381850
2010-06-21,267.9999,268.3999,264.2999,264.6999,2173953
2010-06-22,262.0999,267.1999,261.4999,261.9499,1079859
2010-06-23,260.9999,265.4999,259.4999,263.9499,1562394
2010-06-24,264.9999,265.1499,262.0999,263.2999,1156048
2010-06-25,263.2499,265.7499,262.0499,262.9499,1216657
2010-06-28,263.9999,266.5499,263.7999,265.5499,1869887
2010-06-29,265.5499,266.8999,263.4999,265.9499,372766
2010-06-30,264.9999,266.9999,260.8499,263.2499,1058448
2010-07-01,262.9999,266.1999,261.9999,264.5999,661805
2010-07-02,265.0499,265.9999,263.1999,264.8499,689014
2010-07-05,263.9999,267.6999,263.2499,266.9999,395648
2010-07-06,267.9999,272.1499,267.4999,271.1499,3340536
2010-07-07,271.9999,279.1999,271.9999,276.1999,1620993
2010-07-08,279.9999,282.4999,277.3999,280.8499,686782
2010-07-09,281.8499,309.9999,281.8499,308.0999,10225326
2010-07-12,308.9999,312.6998,304.3499,305.2498,2699781
2010-07-13,302.9999,306.2499,297.7998,299.6999,1991559
2010-07-14,302.8999,307.6999,298.5999,300.6999,2011800
2010-07-15,301.9999,303.1999,296.4499,297.8999,431435
2010-07-16,295.4999,300.2499,293.9999,298.6999,889522
2010-07-19,296.9999,302.3999,294.9999,297.7499,483079
2010-07-20,299.5999,300.7499,295.1499,296.9999,276299
2010-07-21,298.0999,298.7499,293.9999,294.9999,268332
2010-07-22,294.6999,302.8999,292.6999,302.0499,665290
2010-07-23,304.9998,316.5999,302.0499,313.6999,2548727
2010-07-26,313.9999,321.4999,309.5499,320.3499,1508602
2010-07-27,321.9999,324.2999,317.5499,322.5498,2101201
2010-07-28,324.9999,324.9999,318.8499,321.0499,1037061
2010-07-29,318.9999,319.9999,315.5499,316.9499,334189
2010-07-30,314.9999,317.9999,305.2498,306.8999,1072339
2010-08-02,307.0999,319.5999,307.0999,317.9999,887101
2010-08-03,318.9999,329.9998,317.1999,328.6499,1393710
2010-08-04,328.6499,329.9998,321.3999,323.1499,588049
2010-08-05,324.9999,328.8499,322.9999,324.6499,734959
2010-08-06,324.4999,326.7999,320.0999,322.2998,451407
2010-08-09,322.9999,329.3999,318.0999,328.3999,769341
2010-08-10,328.4999,329.8999,323.1499,324.2999,373103
2010-08-11,321.9999,335.5999,315.4499,319.6999,2520966
2010-08-12,315.9999,322.8999,311.9999,317.5499,728088
2010-08-13,317.9999,322.8499,315.0998,317.1999,556911
2010-08-16,316.4499,321.2999,313.0499,317.9499,305488
2010-08-17,316.9999,321.1499,314.3999,315.9499,381044
2010-08-18,318.9999,319.6498,312.4999,315.1499,256127
2010-08-19,315.9999,317.3999,312.9999,313.7999,193888
2010-08-20,310.9998,313.7499,307.9999,310.1499,377649
2010-08-23,312.6499,319.9999,311.4998,316.8499,422398
2010-08-24,316.9999,325.6999,316.9999,322.0498,849746
2010-08-25,321.8999,323.9499,314.2999,316.8499,342155
2010-08-26,318.9999,322.2499,314.5999,320.8999,359160
2010-08-27,319.9999,323.8999,315.0998,316.1999,308255
2010-08-30,318.0999,326.2499,318.0999,322.8999,814982
2010-08-31,322.8999,328.2499,319.6498,327.1499,974631
2010-09-01,328.4999,339.4999,328.4999,337.2999,1264707
2010-09-02,338.9999,341.3499,332.5999,334.0498,611540
2010-09-03,334.4999,340.9999,334.4999,339.3999,701786
2010-09-06,342.9999,344.3998,338.2999,343.5999,757625
2010-09-07,343.9499,347.1999,341.1999,343.2499,507000
2010-09-08,339.9999,353.8999,337.6999,352.1499,1209985
2010-09-09,353.9998,357.6999,347.8499,349.5499,608391
2010-09-13,352.9999,354.4998,347.5999,348.9498,431775
2010-09-14,349.9999,359.4998,348.9498,356.3499,1199120
2010-09-15,357.9999,358.5998,353.0498,356.1498,526865
2010-09-16,354.4998,359.8499,346.0498,347.6999,455546
2010-09-17,347.9998,358.9999,347.9998,357.8999,763499
2010-09-20,358.9999,372.3999,358.4999,366.2999,1274192
2010-09-21,365.9998,370.9999,363.1999,365.4998,869573
2010-09-22,369.9999,370.9999,358.5498,362.1998,355373
2010-09-23,362.9999,364.2998,354.2498,355.3499,256620
2010-09-24,355.9999,368.9499,353.0999,367.9999,2685683
2010-09-27,370.4999,376.1499,365.1999,373.0999,946756
2010-09-28,372.9998,376.4999,369.9999,372.7498,360096
2010-09-29,374.8998,375.4499,361.9999,363.3998,366280
2010-09-30,363.4499,368.9499,358.0499,365.8999,258759
2010-10-01,365.9998,368.7999,363.9999,365.1499,446390
2010-10-04,366.9998,367.9999,356.1998,359.3999,348522
2010-10-05,362.6999,364.9999,351.2999,353.5498,540654
2010-10-06,356.9999,359.8999,350.2499,352.2499,317825
2010-10-07,354.8499,360.2999,352.9999,354.0499,262400
2010-10-08,357.5998,359.6999,349.1998,351.3498,563945
2010-10-11,354.9999,355.1998,340.9999,342.6499,650193
2010-10-12,341.9998,344.9499,337.0999,339.0998,2204444
2010-10-13,341.9998,348.8999,336.3499,347.5999,919454
2010-10-14,349.4999,351.9999,342.5999,344.9499,517495
2010-10-15,342.9999,347.4998,332.5999,334.2499,363069
2010-10-18,333.9999,334.9999,323.0499,326.8498,1028511
2010-10-19,329.9998,335.4998,323.0499,326.7999,703366
2010-10-20,325.7999,329.5999,319.9999,321.2999,1138700
2010-10-21,324.9999,338.9999,323.4998,337.4498,805264
2010-10-22,337.9999,341.8999,332.0999,333.3999,394098
2010-10-25,337.9999,341.6999,335.4998,337.1998,732392
2010-10-26,338.4999,339.9999,328.0999,329.0498,267823
2010-10-27,328.9999,328.9999,318.9999,321.9999,678024
2010-10-28,327.2499,335.2498,324.9999,330.4498,676815
2010-10-29,330.4498,330.9999,320.4999,325.6999,313007
2010-11-01,329.4998,334.9999,328.5999,334.1499,141661
2010-11-02,334.9999,335.9499,327.5499,329.0498,159281
2010-11-03,331.5999,333.4999,327.1999,328.1999,198236
2010-11-04,329.9998,331.2499,325.6999,326.3998,209611
2010-11-08,330.9999,334.1499,327.5998,328.3499,241459
2010-11-09,329.2498,335.5999,329.2498,334.0498,376921
2010-11-10,332.2499,345.6999,326.5499,328.1499,1896653
2010-11-11,325.9999,326.9499,316.6999,317.4499,805155
2010-11-12,313.9999,316.9999,303.9999,306.0499,1380197
2010-11-15,307.0999,311.2498,305.4998,309.4999,2667676
2010-11-16,312.1499,319.7999,310.9998,313.0999,1115810
2010-11-18,317.5499,327.5499,314.2499,324.8999,1345638
2010-11-19,327.9999,341.8999,326.0499,328.8499,1963643
2010-11-22,334.4999,339.5998,333.9999,336.8999,617726
2010-11-23,331.9999,332.7999,320.1999,329.1499,960562
2010-11-24,330.1999,337.4999,329.9998,331.6498,1040001
2010-11-25,334.1499,339.6499,332.7499,335.8499,666017
2010-11-26,337.9999,338.9499,327.9999,333.5499,522874
2010-11-29,332.4999,339.9999,332.4999,338.5499,310370
2010-11-30,337.8998,362.6999,336.1999,360.3999,2487062
2010-12-01,355.4999,357.0499,344.2499,351.3498,823897
2010-12-02,352.1499,354.7498,344.3998,346.3499,615438
2010-12-03,348.0999,354.8499,343.0999,345.7499,455578
2010-12-06,348.9999,351.1999,343.4999,345.1499,257750
2010-12-07,345.1499,354.7498,345.1499,348.8499,469751
2010-12-08,347.9998,354.4998,344.4999,347.5498,375832
2010-12-09,346.9999,347.9998,335.4998,338.5999,354235
2010-12-10,335.9998,337.9999,324.9999,330.8999,479292
2010-12-13,334.8999,334.8999,322.1499,331.9499,647079
2010-12-14,332.0499,336.6998,327.5998,335.1499,279719
2010-12-15,334.9999,341.8999,334.0999,339.2999,346790
2010-12-16,342.8999,345.9999,340.5498,343.5499,327285
2010-12-20,339.9999,341.4998,333.8498,335.0999,158180
2010-12-21,336.8999,337.4999,329.9998,332.8498,254912
2010-12-22,331.9999,343.9999,331.9999,343.2499,334145
2010-12-23,343.1998,348.0499,340.1999,342.6998,398752
2010-12-24,338.9999,351.3999,338.9999,348.4998,455571
2010-12-27,348.0999,351.4999,341.0999,341.5999,292353
2010-12-28,341.9998,346.4499,341.5499,342.1999,233918
2010-12-29,344.8998,354.9999,344.0499,353.9998,509240
2010-12-30,353.1999,358.7998,350.9999,356.5499,339333
2010-12-31,353.3999,359.4998,351.9999,358.3999,413265
2011-01-03,358.3999,364.8999,354.4998,359.3499,351199
2011-01-04,360.9998,361.7499,353.0999,355.2999,567051
2011-01-05,353.8999,355.6998,348.3499,349.8998,191346
2011-01-06,350.9999,355.3499,350.9999,353.2499,217781
2011-01-07,353.8999,354.7498,334.9999,338.6999,397867
2011-01-10,340.4999,343.6498,335.0999,338.8498,247328
2011-01-11,339.2499,346.6999,334.3999,339.1999,282216
2011-01-12,341.4998,350.6999,336.2999,348.4998,331640
2011-01-13,346.9499,353.9998,344.1999,346.0498,253449
2011-01-14,347.9998,351.2499,341.0999,342.6998,208801
2011-01-17,343.9999,350.9999,339.4999,347.5999,371732
2011-01-18,349.9498,350.9999,343.3499,344.4999,255736
2011-01-19,342.9999,347.8999,341.4499,344.0499,129183
2011-01-20,338.0999,343.4999,338.0999,340.2998,225119
2011-01-21,339.9999,339.9999,330.9999,336.5999,191134
2011-01-24,336.9999,338.9999,333.3999,333.8498,128363
2011-01-25,336.5999,340.2499,332.9999,336.8499,317717
2011-01-27,338.2499,339.9999,324.0999,325.6498,304675
2011-01-28,325.4999,332.2999,322.4999,327.0998,381873
2011-01-31,324.9999,324.9999,311.9999,318.5499,301264
2011-02-01,322.9999,326.9999,309.5999,314.5999,494454
2011-02-02,307.9999,325.9499,304.2499,323.2498,2086736
2011-02-03,317.4998,344.7999,317.4998,339.7999,884026
2011-02-04,338.5499,343.2499,330.0999,331.7999,543240
2011-02-07,334.3999,343.9999,332.0499,333.9999,242673
2011-02-08,335.9998,340.3999,331.2499,333.2499,183327
2011-02-09,326.4999,336.6998,323.1499,332.3499,554829
2011-02-10,327.9999,330.4498,312.9999,323.0499,843309
2011-02-11,320.0999,321.9999,314.0499,319.5499,290547
2011-02-14,322.5999,328.5498,315.0998,327.2999,333205
2011-02-15,327.2999,332.9999,323.5499,328.7499,219951
2011-02-16,327.9999,332.3998,324.9498,328.1499,330219
2011-02-17,330.9999,339.9499,327.4999,338.4499,440459
2011-02-18,338.2499,341.5499,329.2498,332.1498,299291
2011-02-21,329.9998,332.4999,326.6999,331.9499,2006819
2011-02-22,325.4999,334.5999,323.2498,331.1499,360358
2011-02-23,326.4999,336.9999,325.5999,327.8499,342725
2011-02-24,326.9999,336.1499,322.0498,325.3499,720178
2011-02-25,328.9999,332.3998,324.7499,329.1999,202391
2011-02-28,329.9998,333.4999,324.5499,331.0999,309100
2011-03-01,331.5999,340.1999,321.8499,337.8499,633995
2011-03-03,335.4998,338.3998,327.5499,330.6998,285966
2011-03-04,333.9999,333.9999,324.6499,326.7499,280520
2011-03-07,323.9998,325.9999,319.0499,323.9499,241488
2011-03-08,324.9999,334.7499,323.1999,334.1999,230852
2011-03-09,334.9999,336.4999,330.3499,332.2999,154765
2011-03-10,331.7999,331.7999,326.9999,329.6999,91813
2011-03-11,329.7498,331.6498,320.9999,322.8499,199994
2011-03-14,321.7999,323.8499,319.1999,321.5499,273747
2011-03-15,318.6998,321.0998,308.9999,314.1999,384697
2011-03-16,313.5499,322.4499,313.5499,320.4499,375023
2011-03-17,318.0499,324.4498,316.0999,318.2999,439001
2011-03-18,320.6999,323.6999,316.9999,317.8999,291686
2011-03-21,318.1499,321.2999,316.2998,317.3499,178887
2011-03-22,318.4999,326.8999,318.4999,325.8499,260199
2011-03-23,324.1999,331.2999,324.1999,330.3999,148313
2011-03-24,330.9999,334.7499,326.9999,332.8999,154329
2011-03-25,334.9999,340.6999,332.1999,339.0998,255285
2011-03-28,340.2998,349.9999,334.4999,347.7999,802215
2011-03-29,345.9999,363.9999,344.9999,359.4998,951803
2011-03-30,359.9998,361.4498,354.9999,359.2499,333650
2011-03-31,358.3999,359.4998,351.9999,357.4999,863975
2011-04-01,355.9999,359.9998,353.0498,355.3499,368926
2011-04-04,354.9999,361.9999,353.1999,359.6499,211978
2011-04-05,360.4998,363.3998,357.2999,359.9499,172171
2011-04-06,360.2498,362.9999,350.6999,353.2499,403776
2011-04-07,352.0998,357.5998,345.4999,356.4999,753695
2011-04-08,358.2998,365.3999,357.3498,362.0499,545138
2011-04-11,361.4498,366.1499,359.1499,361.7999,212395
2011-04-13,357.9499,372.4499,353.0999,367.1998,579629
2011-04-15,368.4999,375.9499,368.0999,372.1499,463805
2011-04-18,371.1499,376.7998,365.1999,367.7999,206279
2011-04-19,366.9998,377.1999,365.5498,375.7999,474639
2011-04-20,377.9998,385.9999,375.9999,380.4498,544129
2011-04-21,380.0999,384.1999,371.5999,376.5998,265322
2011-04-25,375.6999,378.8999,372.6499,375.4499,165328
2011-04-26,375.4999,382.5498,373.9999,381.6498,512873
2011-04-27,382.9999,388.4499,381.4499,384.5999,421254
2011-04-28,384.9998,389.9998,382.2499,386.7499,310802
2011-04-29,385.4998,387.6498,376.5498,378.7999,362228
2011-05-02,378.9998,384.9998,377.9998,383.9499,170467
2011-05-03,382.0499,384.4998,372.4998,375.1498,278919
2011-05-04,373.9999,375.8998,365.6499,369.5998,208077
2011-05-05,358.9999,369.4999,352.3999,357.5998,1150670
2011-05-06,356.2499,400.0998,345.2499,350.7499,17937615
2011-05-09,352.0998,366.4998,351.9999,364.5498,376931
2011-05-10,365.7998,366.9998,362.6999,365.8499,184824
2011-05-11,366.0999,367.9999,363.6499,366.3499,204254
2011-05-12,364.8999,366.5499,362.9999,365.7998,278668
2011-05-13,364.9999,373.9999,363.0499,367.1998,231057
2011-05-16,368.7999,374.7999,364.5498,370.2499,190626
2011-05-17,370.0499,373.2999,368.1498,370.8498,126929
2011-05-18,369.9999,374.8998,368.7499,371.9998,216696
2011-05-19,372.2999,374.9499,364.1499,365.7498,121419
2011-05-20,366.7999,378.4499,365.6499,373.6998,311129
2011-05-23,371.3999,375.5499,365.9998,368.3499,188721
2011-05-24,370.4999,373.4999,367.5499,369.4999,286267
2011-05-25,365.0498,372.4499,363.4499,368.9999,194395
2011-05-26,369.1498,373.4999,364.9999,368.0999,187042
2011-05-27,369.3998,374.0999,369.3998,372.2498,286450
2011-05-30,372.2999,373.8998,367.1998,372.2498,132401
2011-05-31,372.5999,375.2499,369.2499,374.1498,165409
2011-06-01,375.9999,384.4998,374.9999,381.4499,699633
2011-06-02,378.9998,385.6998,377.9998,380.9499,410065
2011-06-03,380.9999,384.6499,377.4499,378.4499,87084
2011-06-06,377.9998,382.4999,375.5499,379.9498,220391
2011-06-07,378.9998,381.9499,376.4499,377.7498,141904
2011-06-08,377.3999,378.7498,371.1999,376.9999,237178
2011-06-09,377.9998,379.3999,375.3998,376.4999,222500
2011-06-10,376.5498,377.4499,372.0999,373.8998,87488
2011-06-13,377.9998,379.7499,374.0499,377.3999,204404
2011-06-14,377.3999,380.5499,376.4499,378.2998,206553
2011-06-15,378.8999,379.3999,374.6498,375.7999,135923
2011-06-16,373.8499,379.3999,368.2499,370.7998,93393
2011-06-17,368.9999,381.3498,368.9999,380.3499,463321
2011-06-20,378.6998,390.7498,374.8998,389.2998,737472
2011-06-21,389.9998,397.4998,387.5499,390.7999,544856
2011-06-22,391.6499,394.5998,377.6499,381.7499,548650
2011-06-23,380.0499,386.7999,378.9998,381.9999,485011
2011-06-24,384.7999,393.3498,383.9998,391.3499,882805
2011-06-27,388.9999,398.9999,388.4999,395.8499,1248788
2011-06-28,397.2498,404.8998,396.9998,400.0998,885530
2011-06-29,401.7998,403.8999,399.9999,401.3498,1271707
2011-06-30,400.9999,403.9998,389.6999,395.2499,739334
2011-07-01,395.9998,395.9998,382.1999,383.4499,330023
2011-07-04,388.6499,388.6499,382.9499,384.1499,221828
2011-07-05,385.8998,385.9999,378.2498,381.9499,1241400
2011-07-06,382.8999,388.8999,381.9999,383.1999,288808
2011-07-07,387.0499,398.9999,384.9998,398.0499,1216142
2011-07-08,398.9999,409.4498,395.9998,398.0999,819788
2011-07-11,398.9999,399.4999,390.0498,391.2999,163640
2011-07-12,387.0499,394.7499,385.1998,387.3998,164128
2011-07-13,389.9998,397.0999,386.5999,394.0499,551478
2011-07-14,394.9999,399.3998,393.4499,396.1999,455400
2011-07-15,396.1999,398.6498,391.1499,392.5999,149494
2011-07-18,390.2498,395.8999,390.2498,392.3499,554001
2011-07-19,392.7999,399.8998,391.5499,397.7999,155399
2011-07-20,399.9999,400.9999,394.3998,395.2499,157349
2011-07-21,394.9999,396.9998,391.5499,395.1999,305413
2011-07-22,397.9998,412.7998,395.9998,410.9498,5629259
2011-07-25,410.4998,438.4998,410.1998,432.9998,3702676
2011-07-26,429.9999,432.4998,421.6998,424.1498,707653
2011-07-27,424.9999,432.2998,422.5499,429.7499,716656
2011-07-28,424.4999,433.3499,422.9999,430.8498,502332
2011-07-29,429.8998,439.1998,426.7998,436.9999,968561
2011-08-01,442.9999,444.6999,437.0998,440.2498,509798
2011-08-02,437.6498,439.7998,427.9998,432.0498,139186
2011-08-03,428.3998,431.4499,413.0998,426.7498,1453802
2011-08-04,425.9998,428.6998,419.5998,423.3998,391235
2011-08-05,409.9998,420.9998,407.9998,415.1499,388519
2011-08-08,398.9999,414.3999,392.5499,408.5999,528512
2011-08-09,395.7998,411.4999,392.2999,407.0998,472284
2011-08-10,412.3998,415.9998,399.3498,406.9499,729256
2011-08-11,404.9498,406.6999,395.0998,397.0999,268154
2011-08-12,400.4999,400.9999,385.1998,389.2998,344254
2011-08-16,392.0499,402.3499,387.6999,396.0498,458302
2011-08-17,393.9999,400.7998,383.4998,396.7498,350015
2011-08-18,396.4998,402.3999,390.0999,391.7498,301291
2011-08-19,389.3999,394.6999,377.5498,383.4998,331989
2011-08-22,383.4998,395.9998,381.5499,393.7499,197305
2011-08-23,395.3498,404.6998,392.2499,401.5998,430904
2011-08-24,399.9999,403.8499,395.0998,397.0999,145893
2011-08-25,399.9999,406.6999,392.7499,401.7998,283417
2011-08-26,398.0999,408.0999,395.5998,398.7499,333697
2011-08-29,404.9999,410.4498,402.5999,404.8499,241373
2011-08-30,407.8999,416.3998,401.9998,404.1998,340131
2011-09-02,413.9998,416.9999,406.5998,408.6499,207350
2011-09-05,404.2498,409.4998,400.2499,405.8998,112837
2011-09-06,403.9998,405.8498,391.5999,398.5499,264911
2011-09-07,399.1998,405.7999,398.0999,401.8999,173587
2011-09-08,404.5999,404.5999,396.4998,399.1998,188195
2011-09-09,404.4498,406.9999,395.2998,400.3498,342144
2011-09-12,397.8999,397.8999,383.1499,385.9999,236513
2011-09-13,389.9998,391.9999,379.9999,381.2499,295019
2011-09-14,381.9999,383.9998,372.4499,378.5999,345157
2011-09-15,380.2499,389.9998,372.8999,387.0998,515980
2011-09-16,391.5499,391.5499,382.1999,385.8499,205756
2011-09-19,383.0998,389.8999,379.8998,386.9498,182338
2011-09-20,385.5999,392.7499,385.5999,391.5499,190560
2011-09-21,394.7499,395.3999,389.9998,392.4999,143224
2011-09-22,390.0999,390.0999,368.3499,371.9998,324052
2011-09-23,369.6498,381.8998,360.9998,374.8499,493328
2011-09-26,375.0499,384.9998,368.6999,380.3998,394627
2011-09-27,386.1498,388.9999,382.1999,387.0998,128712
2011-09-28,388.9999,389.3999,377.0498,378.7498,139676
2011-09-29,376.9999,380.2999,374.6498,376.4499,91211
2011-09-30,376.9999,388.1999,372.1999,378.0999,306252
2011-10-03,374.7999,381.9999,371.0999,380.5499,252406
2011-10-04,378.9998,383.4499,365.8999,369.9999,186165
2011-10-05,374.8998,374.8998,365.5498,367.0499,169809
2011-10-07,373.0499,376.4999,348.6499,354.7999,784410
2011-10-10,352.2998,367.4498,343.7499,363.2499,669513
2011-10-11,366.4998,380.1998,366.4998,374.7999,442515
2011-10-12,376.8999,377.7998,370.1999,374.0499,276614
2011-10-13,376.9499,376.9499,366.1499,369.8498,268500
2011-10-14,368.9499,384.8999,368.1998,383.7498,302383
2011-10-17,381.7499,386.5999,377.1499,379.0499,162307
2011-10-18,376.7998,378.9498,371.4499,374.0499,204848
2011-10-19,374.0499,385.9999,371.7498,384.9498,342841
2011-10-20,380.5999,391.3999,380.0999,389.8999,220133
2011-10-21,390.4998,391.9999,376.4999,377.8999,236189
2011-10-24,383.2998,384.9498,377.2499,383.0498,172140
2011-10-25,383.9998,392.6998,382.3498,388.2998,293668
2011-10-28,397.2498,408.7498,388.9999,391.8499,524436
2011-10-31,393.0499,395.6999,388.4499,391.3999,217601
2011-11-01,389.8999,395.5998,388.0499,394.6999,130122
2011-11-02,390.1499,394.9999,383.0998,384.2998,288567
2011-11-03,383.9998,393.7499,382.5998,392.5499,298835
2011-11-04,388.9999,400.5998,386.1498,397.9498,1294774
2011-11-08,396.9498,401.9998,394.8498,397.2498,376163
2011-11-09,396.9498,402.4998,393.4999,395.1999,406375
2011-11-11,390.9498,398.7999,389.0498,395.4999,220152
2011-11-14,397.9998,406.3998,397.9998,405.2999,720073
2011-11-15,404.9498,408.6499,400.3498,401.4499,358359
2011-11-16,404.9999,412.2499,395.2499,401.0998,838945
2011-11-17,400.9999,408.5999,393.4999,395.6999,253725
2011-11-18,391.9999,401.7998,391.0499,397.6499,849162
2011-11-21,383.9998,395.4499,379.9999,388.4999,1004566
2011-11-22,384.9998,388.6499,373.0499,378.8499,345608
2011-11-23,374.4999,374.4999,354.9498,364.8499,1052355
2011-11-24,365.1499,383.8999,362.9999,378.1499,560126
2011-11-25,375.4999,382.3498,370.4999,374.8998,381516
2011-11-28,377.6499,390.4998,377.6499,388.1999,294639
2011-11-29,390.0498,392.3998,367.9498,373.4498,457804
2011-11-30,375.2499,389.4998,367.2498,385.2999,1032573
2011-12-01,389.9499,395.4999,374.9999,378.9498,1613456
2011-12-02,380.4999,392.9999,372.5999,390.1499,497845
2011-12-05,391.3999,397.9998,385.7498,390.2998,490806
2011-12-07,389.9998,389.9998,375.8998,377.2998,421137
2011-12-08,375.9999,376.3498,364.2499,367.0999,443362
2011-12-09,364.9999,365.8999,351.6499,358.6999,586699
2011-12-12,358.9999,362.8998,340.7998,342.1999,722743
2011-12-13,340.4999,350.7499,337.0999,346.3999,430889
2011-12-14,346.8999,353.4998,341.9998,348.8499,591548
2011-12-15,338.9999,342.2498,331.9999,336.9999,505411
2011-12-16,337.2499,352.4999,329.3499,336.2999,567711
2011-12-19,333.9999,343.4498,321.4499,336.3999,631086
2011-12-20,339.9999,339.9999,319.4999,322.8499,490836
2011-12-21,331.9999,344.4999,327.3498,341.4998,408035
2011-12-22,338.9999,341.9998,323.5999,335.4499,542005
2011-12-23,335.0498,337.7499,328.0498,330.4498,306768
2011-12-26,333.9499,345.9999,333.0998,344.6999,469298
2011-12-27,346.9999,347.3499,340.1999,343.0499,230399
2011-12-28,344.7999,345.7999,340.0498,343.4999,184377
2011-12-29,341.2998,350.2499,336.3499,341.0999,268911
2011-12-30,341.0999,346.1999,337.3499,342.8999,213312
2012-01-02,345.9999,348.5999,341.8999,344.8998,131477
2012-01-03,348.6499,359.8999,344.9999,357.9499,232640
2012-01-04,356.1998,356.2999,346.2499,347.3999,138289
2012-01-05,348.2999,348.9999,342.0499,344.3499,161545
2012-01-06,342.8999,342.8999,327.9999,330.1999,360332
2012-01-09,329.9998,329.9998,320.5499,321.1999,361914
2012-01-10,323.7999,332.9999,321.4999,330.6499,380846
2012-01-11,333.4999,333.4999,323.5499,325.5499,330060
2012-01-12,327.9999,329.9499,324.4498,326.0499,201606
2012-01-13,329.3999,338.4499,328.4999,334.5498,540138
2012-01-16,335.0999,342.7499,335.0999,339.8498,282857
2012-01-17,343.9999,347.3999,340.8999,344.5999,236541
2012-01-18,346.9999,351.5998,343.4999,344.8998,128300
2012-01-19,339.9999,344.2999,335.9998,342.0499,367618
