,open,high,low,close,volume
2012-01-20,342.4998,347.3499,337.5999,341.9499,199596
2012-01-23,342.9999,354.4499,341.6499,352.2998,261449
2012-01-24,354.0999,360.9498,353.1999,355.7499,303510
2012-01-25,358.7998,363.3998,354.4499,359.3999,177611
2012-01-27,360.5499,375.9499,359.7998,374.8499,439373
2012-01-30,373.8998,374.0499,355.8998,357.8498,154811
2012-01-31,359.0498,369.4999,354.5999,364.8999,694972
2012-02-01,360.0999,364.9999,356.8499,361.0999,295306
2012-02-02,365.9998,395.4999,358.2998,385.9498,3485013
2012-02-03,392.9999,400.8999,386.7499,388.5998,1366926
2012-02-06,393.9999,395.9998,385.4998,388.4999,692322
2012-02-07,388.9999,389.9998,374.9999,378.9498,360223
2012-02-08,367.9999,368.7999,351.9999,353.9998,2111878
2012-02-09,353.9998,353.9998,344.2499,349.9999,2206168
2012-02-10,351.8999,357.3498,347.9998,349.8998,1225334
2012-02-13,351.4999,352.7998,343.5999,347.4998,781019
2012-02-14,348.3999,348.3999,341.1999,342.4498,534163
2012-02-15,346.9999,353.0999,343.6998,349.6998,965226
2012-02-16,352.9999,356.6498,346.1499,350.2499,921625
2012-02-17,354.4998,355.9999,347.9998,349.5499,771296
2012-02-21,350.9999,360.9998,346.5999,359.2998,873874
2012-02-22,361.9999,362.8998,341.2998,347.3499,965778
2012-02-23,340.9999,343.5499,333.9999,338.3499,624478
2012-02-24,346.9999,346.9999,338.0499,342.2999,513491
2012-02-27,346.4999,346.9999,337.9999,340.7998,398124
2012-02-28,344.9999,349.4999,339.9999,343.3999,313582
2012-02-29,343.9999,351.6499,343.9999,349.2499,425860
2012-03-01,349.3999,349.9999,344.0999,345.9999,196161
2012-03-02,348.0499,351.4999,344.2999,350.1999,335795
2012-03-05,346.5498,354.5999,344.0999,348.6998,359224
2012-03-06,346.7499,350.9499,334.9999,335.9499,419033
2012-03-07,335.0999,337.0499,327.9499,329.5499,541751
2012-03-09,334.2499,339.9999,330.1999,338.8998,693180
2012-03-12,343.0999,343.7999,336.7999,338.7499,131993
2012-03-13,339.9999,342.1999,336.2999,338.8998,293327
2012-03-14,340.4999,345.4999,337.1998,338.0499,390379
2012-03-15,337.9999,338.0999,330.7499,331.9499,715717
2012-03-16,332.1498,335.0498,326.0499,326.9999,319799
2012-03-19,329.9998,330.9999,322.6499,325.0999,198882
2012-03-20,324.9999,326.5999,321.0499,322.7998,228391
2012-03-21,323.0499,333.4999,322.4999,332.4999,339017
2012-03-22,335.8999,335.8999,322.9999,323.7498,311958
2012-03-23,324.8999,340.0998,321.2999,335.6999,617966
2012-03-26,336.4999,336.4999,326.3998,327.8999,197954
2012-03-27,332.8999,338.9999,330.2999,337.7499,350191
2012-03-28,337.9999,340.9999,334.9999,337.0499,261290
2012-03-29,336.0499,336.4999,328.1499,333.1999,263940
2012-03-30,331.9999,337.7999,331.9999,336.7499,360348
2012-04-02,337.2499,342.4498,337.2499,339.9499,95092
2012-04-03,340.1499,343.9999,335.3999,336.6998,166068
2012-04-04,336.9999,336.9999,328.9999,329.9998,363188
2012-04-09,329.9998,333.0998,327.5499,330.3999,212435
2012-04-10,333.0998,333.4999,328.3999,330.3499,229375
2012-04-11,329.4998,329.9998,322.0999,322.8499,215453
2012-04-12,322.0999,327.7999,322.0999,323.7498,194415
2012-04-13,324.9999,329.0999,320.2499,322.4499,589506
2012-04-16,323.4499,323.8499,314.5499,316.8499,570774
2012-04-17,316.9999,324.0999,315.4499,322.8499,410026
2012-04-18,324.9999,326.2999,320.9999,321.7499,144052
2012-04-19,321.8499,325.4499,321.8499,323.1999,104994
2012-04-20,322.9999,327.9999,320.5999,324.1499,216585
2012-04-23,323.9998,326.4999,310.9499,312.6499,418818
2012-04-24,306.9999,309.7499,289.0499,306.3499,1621128
2012-04-25,305.9999,315.3498,305.1499,313.2499,461099
2012-04-26,314.9999,316.9999,306.3999,309.0998,415103
2012-04-27,309.9999,312.9999,303.2999,307.5999,443308
2012-04-30,309.1999,312.3499,308.1999,310.2998,160902
2012-05-02,313.2999,319.8998,306.7999,317.9499,1243250
2012-05-03,314.9999,317.3999,313.0999,315.0499,198624
2012-05-04,310.9998,314.9999,309.9999,312.3499,251045
2012-05-07,307.9999,317.3999,307.4999,315.3999,249530
2012-05-08,314.9999,318.9999,312.9999,315.0998,124247
2012-05-09,313.9999,313.9999,308.3999,309.7998,155064
2012-05-10,309.9999,314.5999,308.2499,309.6999,208994
2012-05-11,305.9999,312.1999,305.9999,307.0999,155778
2012-05-14,308.5998,309.7998,301.9999,307.4499,202068
2012-05-15,305.9999,308.4999,291.8999,303.4999,479780
2012-05-16,298.0999,304.5999,296.2499,298.1499,288027
2012-05-17,300.9999,305.4998,297.3499,298.2999,165349
2012-05-18,294.9999,298.9998,292.5999,297.2999,136654
2012-05-21,298.9998,302.7499,294.0999,295.0999,142499
2012-05-22,297.9999,299.1999,293.4999,294.5999,113929
2012-05-23,294.9999,296.1999,280.0999,281.9499,370167
2012-05-24,280.9999,301.4999,280.9999,297.7998,400574
2012-05-25,302.8999,302.9999,297.1999,298.6499,269905
2012-05-28,301.4999,304.5499,300.0999,302.2999,172691
2012-05-29,304.6999,304.6999,299.3999,299.9499,110182
2012-05-30,299.9999,306.6998,299.2498,301.7999,152181
2012-05-31,301.7999,307.9999,299.9999,302.0999,333419
2012-06-01,299.9999,304.4999,297.9999,300.9499,234187
2012-06-04,299.8999,300.0999,289.6499,294.6499,468886
2012-06-05,296.9999,297.4999,285.6999,287.0499,327673
2012-06-06,290.9999,298.0999,285.4999,296.7499,442301
2012-06-07,298.2499,302.1499,294.0999,300.5999,195497
2012-06-08,299.7499,305.6999,297.3999,303.8499,243974
2012-06-11,308.6999,308.6999,303.6499,304.5499,169048
2012-06-12,301.8998,309.7499,301.6498,308.6999,140212
2012-06-13,309.9999,312.9999,306.2499,307.6498,195506
2012-06-14,309.8999,309.8999,303.8499,305.3499,158613
2012-06-15,303.9999,312.9498,302.6999,311.8999,211817
2012-06-18,312.9999,314.8999,306.1998,309.0998,94218
2012-06-19,308.9999,315.6999,308.5499,314.7499,120083
2012-06-20,315.6999,316.8999,309.3999,310.6999,161715
2012-06-21,311.5999,313.9999,309.4999,312.0499,163901
2012-06-22,311.4998,312.3999,306.5499,310.7499,97333
2012-06-25,310.9998,314.4999,307.6999,308.6999,113182
2012-06-26,308.9999,310.6499,304.0498,306.2999,157904
2012-06-27,307.9999,307.9999,303.0998,304.9998,150156
2012-06-28,305.7999,306.9999,302.3999,303.4499,423899
2012-06-29,303.9999,307.6999,302.5998,304.9998,589295
2012-07-02,306.2999,311.0499,305.2999,309.8499,156981
2012-07-03,311.9499,322.5498,311.8999,319.4999,804141
2012-07-04,319.4999,327.8999,318.9999,326.4999,301404
2012-07-05,326.4999,328.1999,322.5498,323.9499,155108
2012-07-06,323.9998,325.3999,319.7999,321.4999,84060
2012-07-09,320.4999,320.5499,313.8499,316.6999,87535
2012-07-10,316.9999,324.9498,316.7499,321.4499,94206
2012-07-11,317.7498,320.7499,315.1999,315.8499,102047
2012-07-12,315.9999,315.9999,305.6999,306.2499,207443
2012-07-13,308.9999,309.8499,306.6499,307.7999,152104
2012-07-16,315.4499,321.9999,309.9999,319.6498,447258
2012-07-17,323.1999,328.8499,319.9999,323.5999,681191
2012-07-18,323.9998,326.4999,317.5999,324.5999,452834
2012-07-19,326.9999,327.1499,315.8999,316.9999,268005
2012-07-20,316.9999,319.3499,313.6999,314.2499,281743
2012-07-23,316.4499,316.4499,299.0499,303.8499,280369
2012-07-24,305.8999,309.1499,300.6999,308.1499,213644
2012-07-25,308.9999,309.6499,298.5999,301.1999,214377
2012-07-26,302.9999,304.5999,297.9999,300.7999,291545
2012-07-27,307.8499,311.3999,302.3999,306.9999,204257
2012-07-30,309.9999,313.6999,307.2999,308.6999,197731
2012-07-31,311.3999,311.3999,298.9998,300.1499,394218
2012-08-01,302.4999,302.9999,295.6999,297.5499,369341
2012-08-02,298.6999,301.6498,296.2499,298.5499,313438
2012-08-03,297.6499,299.4999,293.8999,296.4499,387334
2012-08-06,299.2999,301.4999,294.9999,296.1499,244379
2012-08-07,297.8999,297.9999,293.1499,293.7999,411295
2012-08-08,293.8999,293.8999,272.5999,274.3999,5871428
2012-08-09,275.8999,276.1499,254.4999,256.8499,3352187
2012-08-10,258.4999,263.5999,252.9499,255.7499,1811309
2012-08-13,257.8999,261.7999,256.5999,259.9499,1144950
2012-08-14,261.7999,263.2999,259.1999,260.4999,636867
2012-08-16,262.5,262.6499,259.6499,259.8999,478971
2012-08-17,260.3999,264.5999,259.0499,262.0999,641520
2012-08-21,261.4999,263.9999,255.7499,258.65,1586757
2012-08-22,255.7999,255.7999,247.9999,248.6999,1770190
2012-08-23,246.9999,251.3999,243.4999,248.6999,1345846
2012-08-24,247.9999,250.4499,244.2999,247.9999,660345
2012-08-27,250.0,253.8999,247.85,249.0999,847039
2012-08-28,248.9999,250.0499,245.3999,248.9499,566724
2012-08-29,248.9999,249.8999,240.1999,242.2999,795921
2012-08-30,240.4999,244.0,238.5,242.7499,916936
2012-08-31,240.9999,248.7499,240.9999,245.7,719971
2012-09-03,246.9999,249.4999,244.7499,246.9499,6417181
2012-09-04,245.8999,251.9999,241.4499,249.6499,514448
2012-09-05,247.9999,258.7999,247.4999,257.8499,1132517
2012-09-06,256.9999,257.9999,248.3999,252.4499,1274369
2012-09-07,254.9999,256.5,253.6999,255.5499,252937
2012-09-10,255.9999,260.9999,254.4999,260.4499,631544
2012-09-11,259.8999,261.9999,255.7999,261.2499,636029
2012-09-12,261.9999,261.9999,258.1499,261.0999,725176
2012-09-13,259.9999,259.9999,251.5999,253.6499,847305
2012-09-14,258.2499,259.5999,253.6999,255.0999,592643
2012-09-17,260.6999,267.8999,257.0999,264.6999,585530
2012-09-18,265.8999,270.9999,265.5499,268.0499,660081
2012-09-20,266.4999,272.8499,265.4499,268.3499,471325
2012-09-21,270.3499,279.9999,270.3499,279.0999,593914
2012-09-24,280.7999,282.9999,272.7499,278.2499,394664
2012-09-25,279.9999,280.0499,273.5999,276.0499,229923
2012-09-26,274.4999,275.2999,261.7499,265.1999,772212
2012-09-27,266.0499,269.7499,259.9999,261.4499,381085
2012-09-28,265.4999,266.9999,262.2999,264.8499,280168
2012-10-01,265.4999,267.5999,262.5499,265.2499,222958
2012-10-03,268.9999,269.3999,264.5499,265.6499,233221
2012-10-04,268.8999,272.9999,267.4999,269.5499,255655
2012-10-05,270.8999,271.4999,256.9999,265.8499,303907
2012-10-08,268.5,276.3999,266.2999,270.1499,1001225
2012-10-09,272.2999,272.8999,264.2499,265.1999,367936
2012-10-10,264.9999,266.6499,261.0999,261.7999,206652
2012-10-11,263.7999,268.6999,262.0999,267.1999,248293
2012-10-12,267.4999,268.9999,258.65,260.2999,252396
2012-10-15,260.3999,263.9999,256.6499,263.2999,369437
2012-10-16,263.7,269.7499,261.2499,267.6499,409953
2012-10-17,269.4999,271.9999,266.1999,270.1499,485791
2012-10-18,268.7999,269.9999,263.1999,265.7499,467845
2012-10-19,262.9999,267.1499,261.2499,266.6499,251125
2012-10-22,265.7999,272.2499,264.9999,271.7499,255218
2012-10-23,271.8499,274.4499,269.9999,271.0999,231745
2012-10-25,271.9999,273.6499,266.9999,269.3999,199051
2012-10-26,268.9999,269.9999,264.4999,266.7999,101605
2012-10-29,266.9999,270.7499,266.4999,269.7499,151756
2012-10-30,270.4999,274.3499,268.7499,270.0999,207253
2012-10-31,270.1999,273.1499,266.6499,268.9999,110627
2012-11-01,269.4999,281.7999,269.4999,280.8499,430515
2012-11-02,281.6999,283.6999,274.4999,274.8999,285183
2012-11-05,274.9999,277.5499,271.0999,273.2999,192511
2012-11-06,273.1999,276.7499,270.5999,273.4999,90307
2012-11-07,269.8999,281.0999,269.6499,271.0999,798199
2012-11-08,268.5,276.9999,267.5499,276.2499,495408
2012-11-09,275.2999,279.4999,274.1999,275.2999,210284
2012-11-12,273.8999,282.7999,272.4999,279.7999,4497269
2012-11-15,284.9999,296.0499,284.9999,290.9999,648425
2012-11-16,293.3999,303.9499,292.8999,301.0999,876689
2012-11-19,302.4999,311.3999,302.4999,309.7998,1130675
2012-11-20,311.3999,312.6998,306.0999,309.2499,605621
2012-11-21,309.5999,310.0999,303.5999,307.2999,219383
2012-11-22,307.2999,311.4998,305.5999,308.1999,306412
2012-11-23,308.9999,311.9999,303.4999,305.3999,296222
2012-11-26,306.9999,311.9999,306.7999,310.3499,267725
2012-11-27,311.9999,330.9999,310.9998,326.5499,822573
2012-11-29,326.3998,332.3998,324.9999,330.1499,1408636
2012-11-30,331.9999,340.9499,324.7999,337.1499,1005883
2012-12-03,335.9998,339.9999,330.0499,331.1998,333931
2012-12-04,329.8999,334.0498,327.5499,331.9999,276879
2012-12-05,331.0499,332.5999,326.6999,330.0499,166575
2012-12-06,334.3499,335.1999,321.0499,324.7999,395362
2012-12-07,324.0499,329.8999,320.0999,322.4999,171759
2012-12-10,324.9999,325.9999,316.0999,317.7999,224559
2012-12-11,316.9999,320.9999,311.9999,314.0999,244208
2012-12-12,316.9999,317.9999,307.9999,311.9499,250340
2012-12-13,311.0999,319.9999,310.4999,316.7499,378528
2012-12-14,318.3999,319.3499,308.9999,311.9499,292486
2012-12-17,309.9999,311.0499,299.0999,300.4498,748364
2012-12-18,300.4999,314.0499,300.4999,313.1499,467928
2012-12-19,313.3999,318.8499,313.0499,315.9499,451032
2012-12-20,313.9999,318.1999,309.3999,316.8999,282021
2012-12-21,314.9999,314.9999,305.2498,307.1499,318517
2012-12-24,305.5999,311.2498,303.3999,308.8498,196509
2012-12-26,308.8498,318.4999,308.7999,317.4499,306504
2012-12-27,317.7999,321.5499,315.4999,318.6499,259279
2012-12-28,317.6999,323.2999,313.7499,318.3499,430272
2012-12-31,318.5499,320.8999,315.6999,316.7999,93896
2013-01-01,317.7999,322.4999,317.4998,320.5999,345576
2013-01-02,321.5998,326.1999,320.0499,321.3498,137558
2013-01-03,322.2499,328.9999,319.1999,327.7499,213729
2013-01-04,327.7999,329.6999,325.6498,327.0998,128840
2013-01-07,328.2998,331.1499,325.2999,326.6999,182960
2013-01-08,326.6999,332.8999,324.9999,330.2999,144952
2013-01-09,332.3998,336.2999,331.3499,333.1999,260210
2013-01-10,332.5499,333.9999,326.4999,329.8999,204166
2013-01-11,329.4998,330.6998,323.9998,324.6998,186752
2013-01-14,324.9999,331.4999,323.2498,329.3999,206469
2013-01-15,328.9999,349.9498,325.0499,345.2499,975688
2013-01-16,345.9999,348.4998,340.4999,342.4498,425879
2013-01-17,341.0498,356.6999,334.9999,353.9499,1579841
2013-01-18,352.9999,353.4998,345.1999,348.6499,387848
2013-01-21,346.9999,356.4999,344.9999,354.9999,4091821
2013-01-22,354.9999,354.9999,348.9999,351.6499,1413679
2013-01-23,350.5999,368.9999,350.2499,367.2498,1754781
2013-01-24,368.7999,369.6999,359.0999,360.9998,377447
2013-01-25,360.9998,370.3999,357.0998,359.5999,308915
2013-01-28,357.9999,362.7999,355.4999,357.5998,245158
2013-01-29,356.2999,363.4999,347.5999,348.8999,316791
2013-01-30,350.4999,352.9999,342.9999,344.6498,1192692
2013-01-31,344.9999,347.1999,338.0999,339.3999,196431
2013-02-01,338.3998,347.1999,327.0998,330.4999,1871467
2013-02-04,331.3999,334.5498,327.7999,330.9498,364443
2013-02-05,329.9998,332.8999,322.9999,324.5499,278682
2013-02-06,326.7999,330.8499,324.5999,326.5499,228783
2013-02-07,327.1499,327.6999,316.2998,319.7499,258498
2013-02-08,320.9999,324.8999,317.3499,321.0998,222875
2013-02-11,319.3499,320.3499,314.7999,316.0498,124323
2013-02-12,315.6999,323.2999,313.9999,321.6999,272415
2013-02-13,323.7999,329.8999,323.0499,325.4999,220609
2013-02-14,324.1499,326.7499,310.3999,312.3999,280884
2013-02-15,312.9999,318.1499,306.5499,316.2499,275412
2013-02-18,315.9999,317.4499,311.9999,313.8499,125074
2013-02-19,314.9999,314.9999,304.7499,307.7499,262376
2013-02-20,310.4999,311.4998,303.4999,304.5499,439132
2013-02-21,302.9999,307.7499,291.6499,296.0499,1128480
2013-02-22,296.6499,311.0999,296.0499,309.7998,723764
2013-02-25,307.7999,311.7498,305.3999,307.0499,404869
2013-02-26,309.9999,334.5498,302.5499,311.2999,954617
2013-02-27,316.7499,324.4498,314.9999,321.5499,578453
2013-02-28,326.4999,327.8499,317.6499,323.5499,691839
2013-03-01,323.5499,326.1498,308.0999,310.9499,976367
2013-03-04,313.9999,316.8999,307.5499,315.4999,436712
2013-03-05,316.7499,323.9998,309.8999,321.9499,579895
2013-03-06,324.9999,326.9999,319.1999,321.6999,650848
2013-03-07,318.9999,321.2999,316.5498,320.4499,341157
2013-03-08,322.9999,325.6498,320.4999,323.0999,626357
2013-03-11,322.9999,326.0499,319.2499,322.0498,551055
2013-03-12,320.9999,320.9999,314.0999,315.1999,165377
2013-03-13,314.1999,319.9999,310.9998,317.5999,505426
2013-03-14,314.9999,317.7999,309.0499,314.9999,300078
2013-03-15,312.4999,317.0999,307.1999,311.0499,825835
2013-03-18,305.9999,310.4999,301.1999,307.9999,390578
2013-03-19,309.9999,311.7999,284.2999,293.3999,1581186
2013-03-20,289.9999,297.5499,275.5499,281.1499,1907774
2013-03-21,285.9999,303.4999,283.5999,297.9999,1757614
2013-03-22,298.9998,299.8999,288.5999,294.1998,593715
2013-03-25,297.6999,297.6999,287.3499,288.4499,756450
2013-03-26,286.4999,298.2499,285.3499,297.0499,455878
2013-03-28,296.9499,296.9499,288.6999,291.7998,175916
2013-04-01,290.6999,294.9999,289.1999,293.3999,211799
2013-04-02,293.9999,294.8999,290.2499,292.1999,222098
2013-04-03,291.9999,292.6999,279.3999,280.6499,451106
2013-04-04,280.5499,284.6499,272.1999,273.7499,526567
2013-04-05,273.7999,279.3499,266.9499,270.6499,503728
2013-04-08,270.9499,284.5499,270.2499,281.1999,701846
2013-04-09,281.8499,283.4999,274.0999,277.0999,691640
2013-04-10,278.9999,282.7499,274.4499,281.6499,393603
2013-04-11,281.9999,281.9999,271.6999,275.1499,490251
2013-04-12,274.0499,278.35,271.5999,273.3499,199478
2013-04-15,272.7999,283.6999,271.4999,279.8499,624725
2013-04-16,281.7499,285.9499,278.2499,285.2999,288680
2013-04-17,285.9999,288.4999,283.4499,286.1499,206638
2013-04-18,284.9999,301.2499,284.9999,299.4499,508940
2013-04-22,300.0999,304.6499,298.9998,300.7499,128570
2013-04-23,300.9999,307.5999,296.7999,299.4499,442894
2013-04-25,300.0999,309.5999,298.8499,304.5499,217000
2013-04-26,306.2999,320.8498,306.2999,318.3999,697778
2013-04-29,318.9999,324.2499,312.9999,318.0999,272969
2013-04-30,321.0998,323.6999,313.9999,318.7499,251330
2013-05-02,306.9999,323.9998,305.2498,316.6999,1272362
2013-05-03,326.1999,330.9999,316.0999,317.6999,856468
2013-05-06,322.4499,322.9999,318.1499,319.9999,210988
2013-05-07,320.8999,332.1999,318.3499,330.0499,425325
2013-05-08,331.0999,331.1499,322.6499,324.0499,161487
2013-05-09,322.9999,327.4999,322.7499,324.8999,127323
2013-05-10,327.9999,327.9999,322.9999,324.1499,129740
2013-05-13,322.4999,324.8999,310.6999,311.6499,298973
2013-05-14,316.9499,318.6499,311.9999,317.1999,174396
2013-05-15,316.5999,324.3999,316.4999,322.3999,167939
2013-05-16,321.9999,327.8499,321.2499,321.9499,157886
2013-05-17,322.0498,323.5499,312.6998,315.6499,202643
2013-05-20,316.0999,319.4499,307.0499,307.9999,186630
2013-05-21,307.9999,310.9998,303.2999,304.9499,172311
2013-05-22,305.6999,313.7499,305.6999,311.7999,182738
2013-05-23,309.8999,309.8999,299.0999,300.5999,227223
2013-05-24,303.4999,304.8999,294.7999,299.2498,280555
2013-05-27,300.7999,313.8998,300.7499,309.1499,178121
2013-05-28,311.7999,317.2498,310.9998,314.1999,143916
2013-05-29,315.0998,315.7499,309.5999,314.2999,151504
2013-05-30,306.6998,319.0999,305.9999,315.8999,188101
2013-05-31,314.9999,316.3999,296.1499,300.5499,253094
2013-06-03,302.4999,308.0999,298.7499,303.6499,128382
2013-06-04,302.9999,308.2999,302.4999,304.0999,71589
2013-06-05,307.8998,307.8998,300.1998,301.9999,136180
2013-06-06,301.9999,302.9999,292.2999,295.4499,349458
2013-06-07,293.4999,296.7999,285.9999,288.3499,282787
2013-06-10,288.9999,291.0499,280.9999,283.9999,268454
2013-06-11,283.7999,283.7999,274.4999,278.5499,307713
2013-06-12,277.8999,281.7999,274.6999,277.9499,270435
2013-06-13,275.9999,288.4999,275.3999,287.5999,213168
2013-06-14,290.8999,292.3999,286.6499,289.0999,192415
2013-06-17,291.2999,298.3999,289.5499,296.3999,190318
2013-06-18,299.9999,301.4999,289.9499,291.4499,288475
2013-06-19,291.9999,301.7499,291.5999,299.6999,287586
2013-06-20,294.9999,294.9999,286.7999,288.5999,419072
2013-06-21,288.9999,295.4999,286.4499,292.5499,181547
2013-06-24,289.9999,290.7999,281.5499,283.0999,97397
2013-06-25,285.9999,297.9999,279.9999,295.3998,369928
2013-06-26,292.4499,292.4499,277.0999,278.4499,340350
2013-06-27,286.9998,288.1998,278.0999,281.0999,178789
2013-06-28,280.9999,292.9499,280.9999,291.3999,167779
2013-07-01,292.3499,301.0499,291.0999,295.3499,154359
2013-07-02,295.8999,305.3999,291.9999,302.7499,313094
2013-07-03,303.6499,306.6499,283.7999,294.2499,444754
2013-07-04,294.2999,303.3999,294.1499,301.2499,213578
2013-07-05,303.9999,305.9999,293.1999,295.5499,246969
2013-07-08,295.7999,307.7999,289.5999,293.4499,545300
2013-07-09,293.4999,296.9999,290.1999,291.9499,245108
2013-07-10,292.9998,293.9999,289.3499,290.3999,146199
2013-07-11,292.1999,300.9499,292.1999,299.9999,174272
2013-07-12,301.9999,306.4498,297.0499,304.9499,244301
2013-07-15,305.2999,316.2499,302.4999,314.6999,469380
2013-07-16,309.6999,323.2498,308.1999,321.2499,445200
2013-07-17,324.9999,327.4999,312.0499,315.8499,454205
2013-07-18,314.9999,324.7999,313.9999,322.5498,206638
2013-07-19,323.9998,333.8498,317.9999,330.0499,480565
2013-07-22,327.0998,336.7999,326.4999,335.4998,242413
2013-07-23,334.8999,337.1998,328.8499,330.0999,198558
2013-07-24,327.9999,338.4999,327.2499,337.2999,306913
2013-07-25,336.0999,340.8999,333.0998,336.6998,373988
2013-07-26,337.0999,339.9999,331.1998,337.3499,262734
2013-07-29,336.0999,346.6999,331.2499,333.9999,354349
2013-07-30,333.9999,334.8999,317.3999,321.4499,160416
2013-07-31,313.3499,348.2999,312.6998,344.8998,1255782
2013-08-01,344.9999,353.9998,339.9999,343.6998,1489803
2013-08-02,342.9999,349.2999,339.4499,344.6999,322488
2013-08-05,344.4999,346.2998,335.2498,336.5999,155011
2013-08-06,335.9998,337.6999,318.2499,323.3999,329329
2013-08-07,322.9999,332.7999,320.5999,326.7999,236171
2013-08-08,328.9999,339.8498,324.3499,337.3999,248650
2013-08-12,337.0999,344.2999,333.3999,341.8999,172468
2013-08-13,340.0998,349.3499,333.9999,346.3999,284661
2013-08-14,345.9999,351.6499,339.9999,342.6998,315467
2013-08-16,346.0998,348.2999,331.3499,335.8499,503090
2013-08-19,333.0998,333.7499,307.6999,317.3499,338021
2013-08-20,312.1499,324.4498,301.9999,318.6998,346043
2013-08-21,320.5499,323.1499,294.7499,298.5999,373633
2013-08-22,299.9999,316.7499,295.5999,313.4499,346324
2013-08-23,313.9999,314.1999,303.5999,308.5998,348463
2013-08-26,307.4999,316.6499,304.7999,306.9999,174461
2013-08-27,305.8999,306.1998,291.4999,294.2499,212313
2013-08-28,292.9998,292.9998,279.2499,287.7499,291071
2013-08-29,293.2498,300.6499,289.9999,298.9499,327586
2013-08-30,300.9999,302.1999,290.4999,298.5499,219525
2013-09-02,302.9999,303.9999,295.2499,300.5499,202116
2013-09-03,305.9999,306.9999,283.1499,284.9999,452760
2013-09-04,285.9999,299.0499,280.9999,297.4499,278616
2013-09-05,300.3499,308.9999,294.6999,297.2999,264621
2013-09-06,302.1999,317.8999,298.4499,313.5499,574796
2013-09-10,322.9999,350.9999,321.6499,339.0998,736074
2013-09-11,338.9999,344.8998,329.9998,335.4499,502387
2013-09-12,336.3999,339.9999,324.6499,328.9999,161053
2013-09-13,325.7499,332.1999,316.6499,325.7999,386349
2013-09-16,326.9999,339.5998,326.7999,335.3999,275883
2013-09-17,338.6999,340.6999,326.1498,337.2999,247818
2013-09-18,339.1999,340.9999,333.7499,337.3499,161689
2013-09-19,345.9999,358.7499,342.9999,354.1499,1639528
2013-09-20,354.3499,354.3499,341.5499,344.3499,383198
2013-09-23,341.9998,341.9998,330.0999,335.0498,267982
2013-09-24,333.9999,335.7999,327.9999,329.9998,315004
2013-09-25,330.4999,339.0998,325.4999,336.2498,301743
2013-09-26,337.4999,337.9999,329.4998,334.5999,229106
2013-09-27,338.3499,338.3499,323.5499,325.0999,391262
2013-09-30,322.9999,322.9999,311.9999,318.2499,470200
2013-10-01,319.5999,324.1499,309.2499,321.9499,257074
2013-10-03,320.9999,325.2999,314.6999,324.2499,519929
2013-10-04,323.9998,331.5999,319.9999,328.1499,338474
2013-10-07,326.2999,326.2999,319.9999,322.5498,381802
2013-10-08,324.9999,334.3499,323.0499,331.4999,606050
2013-10-09,331.7999,334.9999,323.1499,333.8999,559243
2013-10-10,329.1499,336.3999,329.1499,332.4999,248345
2013-10-11,331.9999,337.4999,331.7499,334.5498,191184
2013-10-14,336.2999,338.5999,331.7999,332.6498,195758
2013-10-15,336.4498,343.9999,334.1999,339.0499,291359
2013-10-17,339.4999,349.8998,339.4999,348.6998,363266
2013-10-18,349.9999,359.2998,349.2999,356.5999,752144
2013-10-21,353.9998,359.2998,350.8998,352.5498,275789
2013-10-22,351.7499,355.6998,349.4999,352.0998,1101613
2013-10-23,351.9999,354.6998,345.6999,347.8999,218436
2013-10-24,346.6999,356.8998,346.6999,349.8499,145047
2013-10-25,350.2499,350.2499,342.2498,343.6498,407351
2013-10-28,342.9999,347.9998,337.5499,339.7999,118092
2013-10-29,342.9999,344.9999,336.2999,341.1999,131788
2013-10-30,339.9499,363.9999,334.9999,359.0498,1858344
2013-10-31,356.3499,369.8498,355.9999,364.6499,1414430
2013-11-01,359.9998,373.4999,359.9998,366.2498,412970
2013-11-05,361.9999,365.3999,356.1998,359.6499,154203
2013-11-06,359.5999,364.4999,352.8999,355.4498,452762
2013-11-07,355.4498,358.3999,341.9998,348.2498,421462
2013-11-08,348.2498,352.6499,342.8499,343.9999,438360
2013-11-11,340.9999,346.3999,339.2499,340.1999,316215
2013-11-12,340.3499,351.4499,336.0999,337.4999,126016
2013-11-13,335.9998,338.9999,328.6499,332.1999,313424
2013-11-14,334.9999,344.4999,334.9999,339.0998,187958
2013-11-18,341.1999,346.9999,340.4999,345.0499,923761
2013-11-19,346.0998,353.9998,346.0998,351.7499,514473
2013-11-20,350.9999,352.7499,340.9999,343.1499,189185
2013-11-21,341.9998,344.0499,334.9999,337.5499,103239
2013-11-22,339.9999,346.5498,334.9999,336.3499,216337
2013-11-25,335.9998,341.3999,330.5499,336.6998,156350
2013-11-26,335.9499,340.3999,324.9999,327.5499,239362
2013-11-27,327.9999,328.9999,318.8999,321.7999,276028
2013-11-28,325.7999,326.1498,321.6999,323.6499,178883
2013-11-29,324.9999,329.4998,324.4498,327.1999,256074
2013-12-02,327.9999,335.1999,327.9999,332.2999,473778
2013-12-03,331.8998,333.7999,329.5999,330.6499,180166
2013-12-04,333.6999,336.4999,330.9999,332.2499,268045
2013-12-05,337.9999,339.4999,333.8999,335.4499,333672
2013-12-06,335.9998,335.9998,330.9999,332.1498,505404
2013-12-09,338.9999,342.9498,334.8999,336.6998,621781
